"date","geography","geography code","Population Density: Persons per square kilometre; measures: Value"
"2021","E00060638","E00060638",3556.9
"2021","E00060639","E00060639",4003.2
"2021","E00060640","E00060640",2616.5
"2021","E00060643","E00060643",2144.0
"2021","E00060644","E00060644",4419.5
"2021","E00060645","E00060645",2012.6
"2021","E00060648","E00060648",6497.9
"2021","E00060649","E00060649",5766.7
"2021","E00060650","E00060650",6516.9
"2021","E00060632","E00060632",5873.7
"2021","E00060634","E00060634",7913.5
"2021","E00060636","E00060636",5493.9
"2021","E00060647","E00060647",3962.0
"2021","E00060852","E00060852",3686.9
"2021","E00060860","E00060860",2908.9
"2021","E00060861","E00060861",3193.5
"2021","E00060862","E00060862",1879.5
"2021","E00060863","E00060863",2065.4
"2021","E00060864","E00060864",3164.2
"2021","E00060848","E00060848",4814.5
"2021","E00060849","E00060849",476.6
"2021","E00060850","E00060850",5493.7
"2021","E00060851","E00060851",2575.0
"2021","E00060853","E00060853",5008.3
"2021","E00060854","E00060854",3414.4
"2021","E00060855","E00060855",2575.6
"2021","E00060856","E00060856",5048.7
"2021","E00060857","E00060857",2973.6
"2021","E00060858","E00060858",3660.6
"2021","E00060859","E00060859",2689.0
"2021","E00060732","E00060732",3854.7
"2021","E00060733","E00060733",2373.5
"2021","E00060734","E00060734",5565.5
"2021","E00060735","E00060735",3761.8
"2021","E00060736","E00060736",4545.5
"2021","E00060737","E00060737",4164.4
"2021","E00060729","E00060729",4259.3
"2021","E00060730","E00060730",2297.6
"2021","E00060731","E00060731",2986.2
"2021","E00060739","E00060739",4857.1
"2021","E00060740","E00060740",4200.3
"2021","E00060738","E00060738",2545.0
"2021","E00060741","E00060741",2187.0
"2021","E00060745","E00060745",8679.2
"2021","E00060748","E00060748",2309.4
"2021","E00060749","E00060749",4365.5
"2021","E00060742","E00060742",3885.1
"2021","E00060743","E00060743",4329.9
"2021","E00060744","E00060744",7103.7
"2021","E00060746","E00060746",4957.1
"2021","E00060747","E00060747",5833.3
"2021","E00060955","E00060955",8174.2
"2021","E00060956","E00060956",7523.6
"2021","E00060957","E00060957",2852.9
"2021","E00060958","E00060958",3819.7
"2021","E00060959","E00060959",3381.9
"2021","E00060960","E00060960",2551.7
"2021","E00060961","E00060961",455.2
"2021","E00188195","E00188195",5825.8
"2021","E00188319","E00188319",263.1
"2021","E00188331","E00188331",2697.9
"2021","E00060962","E00060962",3338.2
"2021","E00188176","E00188176",173.2
"2021","E00188190","E00188190",2578.6
"2021","E00188249","E00188249",2076.6
"2021","E00188258","E00188258",4839.4
"2021","E00060670","E00060670",5087.7
"2021","E00060674","E00060674",1194.6
"2021","E00060675","E00060675",3223.7
"2021","E00060676","E00060676",2313.8
"2021","E00060696","E00060696",2899.2
"2021","E00060690","E00060690",1361.1
"2021","E00060691","E00060691",3101.8
"2021","E00060694","E00060694",2709.7
"2021","E00060697","E00060697",1729.7
"2021","E00060698","E00060698",5173.8
