"date","geography","geography code","Population Density: Persons per square kilometre; measures: Value"
"2021","North East","E12000001",308.5
"2021","North West","E12000002",525.8
"2021","Yorkshire and The Humber","E12000003",355.8
"2021","East Midlands","E12000004",312.4
"2021","West Midlands","E12000005",457.8
"2021","East","E12000006",331.4
"2021","London","E12000007",5597.6
"2021","South East","E12000008",486.5
"2021","South West","E12000009",239.2
"2021","Wales","W92000004",149.9
